2.70572,1,3,2,3,75.27,310.419
6.2157,4,2,0,6,22,341.454
3.51504,1,3,1,5,41.57,304.434
0.23654,1,2,5,3,97.78,205.265
-7.8282,0,13,3,10,194.04,447.465
4.0435,3,6,2,10,110.28,500.596
4.02588,3,4,0,6,54.5,336.826
3.5148,0,0,0,4,0,323.448
3.6768,2,2,0,3,6.48,300.833
1.9287,1,6,0,7,65.07,339.413
1.3506,1,2,2,1,49.33,151.165
1.7696,2,2,2,2,58.2,252.273
2.6069,0,2,0,2,26.3,160.153
4.164,1,4,2,14,69.64,384.586
4.8266,3,6,0,8,64.8,426.488
3.3872,2,4,1,8,37.39,287.407
2.0565,0,3,0,3,27.69,202.294
1.1872,0,1,0,2,23.55,154.125
1.3578,0,3,0,6,29.54,257.398
1.8964,2,3,1,1,48.57,337.423
0.2684,3,10,5,9,210.54,454.447
4.7181,1,5,0,6,40.58,350.591
3.0771,2,5,0,7,34.17,356.466
3.8264,2,1,1,3,12.03,263.384
0.19,1,5,2,3,123.76,198.138
2.0227,0,4,2,7,90.65,260.334
-1.51428,1,6,3,2,104.55,242.231
2.1395,1,6,1,5,110.67,258.621
4.4726,3,4,0,7,42.16,361.489
0.0863,1,3,2,2,103.25,234.664
1.4525,1,4,1,5,39.72,237.299
2.96832,3,6,4,5,90.15,444.524
3.4014,2,2,1,3,32.59,225.291
1.5841,0,1,0,8,9.23,232.412
5.9052,4,9,4,17,145.78,720.962
2.0835,0,1,0,2,9.23,168.036
1.1935,2,5,2,2,87.74,234.207
-7.7727,1,14,0,20,219.6,508.46
8.9179,1,2,0,11,34.14,444.659
3.451,2,3,0,4,35.91,375.394
1.9222,0,4,0,8,44.76,370.534
1.8709,1,3,1,3,38.33,233.311
1.9804,2,6,2,4,83.8,375.4
2.73034,1,2,1,1,23.47,243.35
1.1077,2,5,1,5,90.06,260.253
2.7214,1,4,2,11,75.99,296.363
4.321,1,3,0,3,21.7,329.484
4.4666,1,0,0,3,0,358.14
0.53442,1,6,0,5,95.1,247.276
4.8106,2,3,1,8,28.16,319.88
3.8309,2,5,0,9,48.38,485.003
3.58472,1,6,0,7,53.47,304.352
-8.1012,0,21,14,16,399.71,846.786
2.4635,2,5,0,6,37.83,327.428
3.2926,2,6,0,7,74.72,363.797
4.3191,3,6,2,9,110.28,488.997
2.376,2,6,4,7,100.05,386.448
1.9477,0,2,2,4,40.46,186.295
3.6098,0,1,1,0,20.23,222.372
3.5269,1,4,2,8,90.65,308.378
-2.3274,0,5,5,10,88.13,189.307
2.5982,2,5,3,8,113.6,445.541
5.0042,3,6,1,6,59.51,475.362
1.9664,1,1,1,2,26.02,149.237
1.9207,1,3,1,5,27.63,245.37
3.0804,1,2,1,0,23.47,257.377
4.14202,2,4,0,9,24.94,396.575
7.9286,2,0,0,1,0,627.588
-3.2214,0,6,5,1,110.38,180.156
2.6061,0,3,0,5,15.71,256.434
1.5519,1,4,2,2,80.39,257.355
7.5043,2,3,3,3,77.76,468.678
-0.3149,1,3,2,1,68.01,137.142
2.3345,1,4,3,4,94.83,268.652
-0.4597,0,2,1,2,23.47,89.138
2.2874,0,1,1,5,37.3,144.214
1.5429,0,1,1,2,3.24,149.284
1.3014,1,5,2,2,70,327.38
-0.0441,1,3,0,1,40.13,152.174
2.1209,2,7,1,9,82.05,350.463
0.1866,1,9,5,3,164.63,457.483
5.3062,2,4,0,13,24.94,466.71
2.4635,2,5,0,6,37.83,327.428
4.4795,0,4,0,13,59.08,468.249
4.3389,2,3,0,1,57.2,319.446
2.1661,1,3,2,5,67.43,276.336
1.52612,2,4,1,2,38.96,217.272
3.6827,2,6,0,8,74.72,377.824
1.0415,0,4,2,3,83.47,281.352
2.2663,1,7,2,8,99.88,408.882
0.0006,0,2,2,3,40.46,128.171
-0.696,1,5,5,5,156.79,310.262
0.15472,1,11,5,9,272.67,507.182
1.0234,0,2,2,5,40.46,146.23
3.0113,2,2,1,3,32.59,211.264
11.0867,1,3,0,10,35.53,611.351
4.9521,3,5,2,6,83.24,534.432
0.8334,3,7,3,1,129.62,253.269
1.8133,0,1,0,4,17.07,254.418
1.65552,2,3,1,4,55.68,243.334
5.2243,0,1,0,0,9.23,411.754
1.9372,2,4,1,4,39.6,283.375
0.8709,2,7,1,3,112.76,246.23
0.3713,0,1,0,1,17.07,56.064
-1.2886,1,7,3,2,110.6,263.2
4.5732,5,12,1,12,115.7,700.791
4.01532,2,3,1,6,53.43,348.446
0.5809,1,5,1,2,88.37,214.206
4.59962,4,5,0,4,43.7,426.516
0.5992,1,3,1,1,64.68,176.175
2.4909,1,6,0,5,70.83,263.211
3.72034,1,5,1,6,98.31,281.312
-0.1869,0,4,2,4,104.64,176.172
3.7721,2,2,1,1,37.3,240.302
0.89634,1,3,2,1,53.35,153.181
1.5657,1,3,1,3,30.49,193.246
2.5584,0,3,0,4,29.54,263.381
2.9738,2,3,3,2,60.69,228.247
2.1458,1,3,1,3,27.63,255.365
5.3649,4,7,2,5,110.86,519.574
3.1652,2,2,0,5,16.13,240.35
3.783,2,4,2,9,48.39,335.879
5.1915,1,5,0,8,18.46,322.457
-0.64192,0,5,2,3,103.58,198.182
2.26402,2,5,2,5,67.52,278.352
4.7751,2,3,0,8,27.05,286.419
0.3871,0,1,1,0,20.23,60.096
4.121,2,2,0,4,6.48,294.442
3.4237,2,2,2,2,40.46,228.291
4.395,2,3,0,7,35.91,401.913
3.4751,0,4,3,13,94.83,354.487
3.9165,0,7,1,4,99.13,466.958
2.3409,2,6,2,11,99.88,408.52
1.2365,1,2,1,3,52.32,209.321
0.6442,0,2,0,3,26.3,160.237
3.6096,3,4,1,4,67.51,308.333
-0.9703,0,2,2,1,63.32,75.067
2.6864,3,3,1,1,41.57,201.254
4.9178,0,4,0,2,60.44,416.945
1.71962,1,6,0,3,129.42,227.132
3.3834,1,3,0,7,29.54,289.419
-0.1273,0,2,1,3,63.4,170.212
4.5063,0,5,0,7,18.46,288.44
4.2651,0,4,0,2,60.44,372.505
1.2854,0,5,2,7,90.65,312.41
0.1184,0,3,2,4,40.46,322.779
3.0823,3,5,1,4,73.44,314.341
7.5717,4,3,2,7,61.44,557.738
4.252,2,2,0,4,8.17,284.447
1.3026,2,6,1,7,90.41,309.347
3.97194,2,3,2,6,54.02,297.402
3.512,4,13,1,12,176.99,640.649
1.736,1,2,1,1,21.26,177.247
4.1482,1,5,0,7,89.52,335.282
3.1807,0,1,2,11,64.4,227.396
